From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
PA4478,Q9HVU3,reviewed,NTPPA_PSEAE,dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase),PA4478,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),201,nucleotide metabolic process [GO:0009117],cytoplasm [GO:0005737]; dTTP diphosphatase activity [GO:0036218]; nucleoside triphosphate diphosphatase activity [GO:0047429]; UTP diphosphatase activity [GO:0036221]; nucleotide metabolic process [GO:0009117],GO:0005737; GO:0009117; GO:0036218; GO:0036221; GO:0047429,cytoplasm [GO:0005737],dTTP diphosphatase activity [GO:0036218]; nucleoside triphosphate diphosphatase activity [GO:0047429]; UTP diphosphatase activity [GO:0036221]
PA4737,Q9HV62,unreviewed,Q9HV62_PSEAE,DUF2845 domain-containing protein,PA4737,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),71,,,,,
PA4880,Q9HUT3,unreviewed,Q9HUT3_PSEAE,Bacterioferritin,PA4880,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),177,intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826],cytosol [GO:0005829]; ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826],GO:0004322; GO:0005506; GO:0005829; GO:0006826; GO:0006880; GO:0008199; GO:0020037,cytosol [GO:0005829],ferric iron binding [GO:0008199]; ferroxidase activity [GO:0004322]; heme binding [GO:0020037]; iron ion binding [GO:0005506]
PA0180,Q9I6V2,reviewed,MCPA_PSEAE,Methyl-accepting chemotaxis protein McpA,mcpA cttP PA0180,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),390,chemotaxis [GO:0006935]; signal transduction [GO:0007165],plasma membrane [GO:0005886]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165],GO:0004888; GO:0005886; GO:0006935; GO:0007165,plasma membrane [GO:0005886],transmembrane signaling receptor activity [GO:0004888]
PA0007,Q9I7B9,unreviewed,Q9I7B9_PSEAE,Cytochrome c domain-containing protein,PA0007,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),568,,cytochrome-c peroxidase activity [GO:0004130]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872],GO:0004130; GO:0009055; GO:0020037; GO:0046872,,cytochrome-c peroxidase activity [GO:0004130]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
PA2033,Q9I282,unreviewed,Q9I282_PSEAE,FAD-binding FR-type domain-containing protein,PA2033,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),302,cellular response to iron ion starvation [GO:0010106]; iron import into cell [GO:0033212]; siderophore transport [GO:0015891],FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]; cellular response to iron ion starvation [GO:0010106]; iron import into cell [GO:0033212]; siderophore transport [GO:0015891],GO:0010106; GO:0015891; GO:0033212; GO:0052851; GO:0071949,,FAD binding [GO:0071949]; ferric-chelate reductase (NADPH) activity [GO:0052851]
PA2505,Q9I0X7,unreviewed,Q9I0X7_PSEAE,Tyrosine porin OpdT,opdT PA2505,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),448,,membrane [GO:0016020]; porin activity [GO:0015288],GO:0015288; GO:0016020,membrane [GO:0016020],porin activity [GO:0015288]
PA3346,Q9HYP9,unreviewed,Q9HYP9_PSEAE,Probable two-component response regulator,PA3346,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),571,,phosphorelay response regulator activity [GO:0000156],GO:0000156,,phosphorelay response regulator activity [GO:0000156]
PA1363,Q9I3Y1,unreviewed,Q9I3Y1_PSEAE,"Probable sigma-70 factor, ECF subfamily",PA1363,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),246,DNA-templated transcription initiation [GO:0006352],cytosol [GO:0005829]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352],GO:0003677; GO:0005829; GO:0006352; GO:0016987,cytosol [GO:0005829],DNA binding [GO:0003677]; sigma factor activity [GO:0016987]
PA4608,Q9HVI1,reviewed,CDGBP_PSEAE,Cyclic diguanosine monophosphate-binding protein PA4608 (c-di-GMP-binding protein PA4608) (Pilz domain-containing protein PA4608),PA4608,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),125,second-messenger-mediated signaling [GO:0019932],cyclic-di-GMP binding [GO:0035438]; second-messenger-mediated signaling [GO:0019932],GO:0019932; GO:0035438,,cyclic-di-GMP binding [GO:0035438]
PA1888,Q9I2K9,unreviewed,Q9I2K9_PSEAE,Alpha/beta hydrolase,PA1888,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),469,,,,,
PA4916,Q9HUP7,unreviewed,Q9HUP7_PSEAE,Nudix hydrolase domain-containing protein,PA4916,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),231,,catalytic activity [GO:0003824],GO:0003824,,catalytic activity [GO:0003824]
PA5444,Q9HTC3,unreviewed,Q9HTC3_PSEAE,EamA domain-containing protein,PA5444,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),142,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA2373,Q9I1A6,unreviewed,Q9I1A6_PSEAE,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,PA2373,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),668,protein secretion by the type VI secretion system [GO:0033103],type VI protein secretion system complex [GO:0033104]; protein secretion by the type VI secretion system [GO:0033103],GO:0033103; GO:0033104,type VI protein secretion system complex [GO:0033104],
PA5399,Q9HTG5,unreviewed,Q9HTG5_PSEAE,"DgcB, Dimethylglycine catabolism",dgcB PA5399,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),653,choline catabolic process [GO:0042426]; glycine betaine catabolic process [GO:0031457],membrane [GO:0016020]; dimethylglycine dehydrogenase activity [GO:0047865]; dimethylglycine oxidase activity [GO:0047866]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; choline catabolic process [GO:0042426]; glycine betaine catabolic process [GO:0031457],GO:0016020; GO:0031457; GO:0042426; GO:0046872; GO:0047865; GO:0047866; GO:0051536,membrane [GO:0016020],dimethylglycine dehydrogenase activity [GO:0047865]; dimethylglycine oxidase activity [GO:0047866]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]
PA3846,Q9HXG0,unreviewed,Q9HXG0_PSEAE,Isochorismatase-like domain-containing protein,PA3846,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),180,,,,,
PA2088,Q9I227,unreviewed,Q9I227_PSEAE,Methyltransferase domain-containing protein,PA2088,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),282,,methyltransferase activity [GO:0008168],GO:0008168,,methyltransferase activity [GO:0008168]
PA1253,Q9I491,unreviewed,Q9I491_PSEAE,Probable semialdehyde dehydrogenase,PA1253,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),526,4-hydroxyproline catabolic process [GO:0019470]; nitrogen compound metabolic process [GO:0006807],"2,5-dioxovalerate dehydrogenase (NADP+) activity [GO:0047533]; 4-hydroxyproline catabolic process [GO:0019470]; nitrogen compound metabolic process [GO:0006807]",GO:0006807; GO:0019470; GO:0047533,,"2,5-dioxovalerate dehydrogenase (NADP+) activity [GO:0047533]"
PA0156,Q9I6X6,unreviewed,Q9I6X6_PSEAE,Probable Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein,PA0156,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),383,response to chemical [GO:0042221],efflux pump complex [GO:1990281]; plasma membrane [GO:0005886]; efflux transmembrane transporter activity [GO:0015562]; response to chemical [GO:0042221],GO:0005886; GO:0015562; GO:0042221; GO:1990281,efflux pump complex [GO:1990281]; plasma membrane [GO:0005886],efflux transmembrane transporter activity [GO:0015562]
PA2249,Q9I1M0,reviewed,ODB2_PSEAE,Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168) (Branched-chain alpha-keto acid dehydrogenase complex component E2) (BCKAD-E2) (BCKADE2) (Dihydrolipoamide acetyltransferase component of branched-chain alpha-keto acid dehydrogenase complex) (Dihydrolipoamide branched chain transacylase) (Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase),bkdB PA2249,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),428,glycolytic process [GO:0006096],cytoplasm [GO:0005737]; acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]; glycolytic process [GO:0006096],GO:0005737; GO:0006096; GO:0016407; GO:0031405; GO:0043754,cytoplasm [GO:0005737],acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]
PA2239,Q9I1N0,unreviewed,Q9I1N0_PSEAE,PslI,pslI PA2239,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),367,extracellular polysaccharide biosynthetic process [GO:0045226]; lipopolysaccharide biosynthetic process [GO:0009103]; single-species biofilm formation [GO:0044010],glycosyltransferase activity [GO:0016757]; extracellular polysaccharide biosynthetic process [GO:0045226]; lipopolysaccharide biosynthetic process [GO:0009103]; single-species biofilm formation [GO:0044010],GO:0009103; GO:0016757; GO:0044010; GO:0045226,,glycosyltransferase activity [GO:0016757]
PA2426,G3XCV1,unreviewed,G3XCV1_PSEAE,Sigma factor PvdS,pvdS PA2426,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),187,cellular response to iron ion [GO:0071281]; DNA-templated transcription initiation [GO:0006352]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; sigma factor activity [GO:0016987]; transcription cis-regulatory region binding [GO:0000976]; cellular response to iron ion [GO:0071281]; DNA-templated transcription initiation [GO:0006352]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],GO:0000976; GO:0001216; GO:0006352; GO:0006355; GO:0016987; GO:0032993; GO:0045893; GO:0071281; GO:1900378,protein-DNA complex [GO:0032993],DNA-binding transcription activator activity [GO:0001216]; sigma factor activity [GO:0016987]; transcription cis-regulatory region binding [GO:0000976]
PA2426,P95425,unreviewed,P95425_PSEAI,DNA-directed RNA polymerase sigma-70 factor (Extracytoplasmic-function sigma-70 factor) (PvdS) (RNA polymerase factor sigma-70),pvdS fecI_5 CAZ10_34480 CGU42_21150 DT376_31030 GNQ48_20855 NCTC13621_01953,Pseudomonas aeruginosa,187,DNA-templated transcription initiation [GO:0006352]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; regulation of DNA-templated transcription [GO:0006355],GO:0000428; GO:0003677; GO:0006352; GO:0006355; GO:0016987; GO:1900378,DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; sigma factor activity [GO:0016987]
PA3459,Q9HYE7,unreviewed,Q9HYE7_PSEAE,Probable glutamine amidotransferase,PA3459,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),589,asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541],asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]; asparagine biosynthetic process [GO:0006529]; glutamine metabolic process [GO:0006541],GO:0004066; GO:0005524; GO:0006529; GO:0006541,,asparagine synthase (glutamine-hydrolyzing) activity [GO:0004066]; ATP binding [GO:0005524]
PA1487,Q9I3M5,unreviewed,Q9I3M5_PSEAE,Probable carbohydrate kinase,PA1487,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),471,glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; phosphorylation [GO:0016310],"cytosol [GO:0005829]; glycerol kinase activity [GO:0004370]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; glycerol catabolic process [GO:0019563]; glycerol metabolic process [GO:0006071]; phosphorylation [GO:0016310]",GO:0004370; GO:0005829; GO:0006071; GO:0016310; GO:0016773; GO:0019563,cytosol [GO:0005829],"glycerol kinase activity [GO:0004370]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]"
PA5328,Q9HTM7,unreviewed,Q9HTM7_PSEAE,Probable cytochrome c(Mono-heme type),PA5328,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),129,sphingosine catabolic process [GO:0051872],electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; sphingosine catabolic process [GO:0051872],GO:0005506; GO:0009055; GO:0020037; GO:0051872,,electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]
PA4048,Q9HWY0,unreviewed,Q9HWY0_PSEAE,TIGR02281 family clan AA aspartic protease,PA4048,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),214,proteolysis [GO:0006508],aspartic-type endopeptidase activity [GO:0004190]; proteolysis [GO:0006508],GO:0004190; GO:0006508,,aspartic-type endopeptidase activity [GO:0004190]
PA2003,Q9I2A6,unreviewed,Q9I2A6_PSEAE,3-hydroxybutyrate dehydrogenase,bdhA PA2003,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),256,,3-hydroxybutyrate dehydrogenase activity [GO:0003858],GO:0003858,,3-hydroxybutyrate dehydrogenase activity [GO:0003858]
PA2605,Q9I0N3,reviewed,TUSD_PSEAE,Sulfurtransferase TusD homolog (EC 2.8.1.-),tusD PA2605,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),131,tRNA wobble position uridine thiolation [GO:0002143],cytosol [GO:0005829]; sulfurtransferase complex [GO:1990228]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; tRNA wobble position uridine thiolation [GO:0002143],GO:0002143; GO:0005829; GO:0016783; GO:0097163; GO:1990228,cytosol [GO:0005829]; sulfurtransferase complex [GO:1990228],sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]
PA4624,Q9HVG7,unreviewed,Q9HVG7_PSEAE,POTRA domain-containing protein,PA4624,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),568,protein secretion by the type V secretion system [GO:0046819]; single-species biofilm formation [GO:0044010],cell outer membrane [GO:0009279]; type V protein secretion system complex [GO:0098046]; protein transmembrane transporter activity [GO:0008320]; protein secretion by the type V secretion system [GO:0046819]; single-species biofilm formation [GO:0044010],GO:0008320; GO:0009279; GO:0044010; GO:0046819; GO:0098046,cell outer membrane [GO:0009279]; type V protein secretion system complex [GO:0098046],protein transmembrane transporter activity [GO:0008320]
PA2620,Q9I0L8,unreviewed,Q9I0L8_PSEAE,ATP-binding protease component ClpA,clpA PA2620,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),758,cellular response to heat [GO:0034605]; protein unfolding [GO:0043335]; proteolysis [GO:0006508],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; cellular response to heat [GO:0034605]; protein unfolding [GO:0043335]; proteolysis [GO:0006508],GO:0005524; GO:0005737; GO:0006508; GO:0008233; GO:0016887; GO:0034605; GO:0043335,cytoplasm [GO:0005737],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]
PA4680,Q9HVB5,unreviewed,Q9HVB5_PSEAE,Uncharacterized protein,PA4680,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),178,,,,,
PA4838,Q9HUX2,unreviewed,Q9HUX2_PSEAE,Heparan-alpha-glucosaminide N-acetyltransferase catalytic domain-containing protein,PA4838,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),384,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA4912,Q9HUQ1,unreviewed,Q9HUQ1_PSEAE,Branched chain amino acid ABC transporter membrane protein,PA4912,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),304,D-alanine transport [GO:0042941]; L-alanine transport [GO:0015808]; L-isoleucine import across plasma membrane [GO:1903806]; L-valine transmembrane transport [GO:1903785]; leucine import across plasma membrane [GO:0098713]; phenylalanine transport [GO:0015823]; transmembrane transport [GO:0055085],plasma membrane [GO:0005886]; L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-valine transmembrane transporter activity [GO:0005304]; transmembrane transporter activity [GO:0022857]; D-alanine transport [GO:0042941]; L-alanine transport [GO:0015808]; L-isoleucine import across plasma membrane [GO:1903806]; L-valine transmembrane transport [GO:1903785]; leucine import across plasma membrane [GO:0098713]; phenylalanine transport [GO:0015823]; transmembrane transport [GO:0055085],GO:0005304; GO:0005886; GO:0015188; GO:0015190; GO:0015192; GO:0015808; GO:0015823; GO:0022857; GO:0042941; GO:0055085; GO:0098713; GO:1903785; GO:1903806,plasma membrane [GO:0005886],L-isoleucine transmembrane transporter activity [GO:0015188]; L-leucine transmembrane transporter activity [GO:0015190]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-valine transmembrane transporter activity [GO:0005304]; transmembrane transporter activity [GO:0022857]
PA1992,Q9I2B7,unreviewed,Q9I2B7_PSEAE,histidine kinase (EC 2.7.13.3),ercS PA1992,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),564,protein autophosphorylation [GO:0046777],plasma membrane [GO:0005886]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]; protein autophosphorylation [GO:0046777],GO:0000155; GO:0005886; GO:0009927; GO:0046777,plasma membrane [GO:0005886],histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]
PA5424,Q9HTE0,unreviewed,Q9HTE0_PSEAE,GlsB/YeaQ/YmgE family stress response membrane protein,PA5424,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),81,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA1488,Q9I3M4,unreviewed,Q9I3M4_PSEAE,FAD/NAD(P)-binding domain-containing protein,PA1488,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),412,,oxidoreductase activity [GO:0016491],GO:0016491,,oxidoreductase activity [GO:0016491]
